0,0.36124206,0.6310986,0.0076593193
1,0.48549265,0.3784671,0.13604032
2,0.291573,0.66397685,0.044450156
3,0.5136131,0.44793794,0.038448937
4,0.46079555,0.48609555,0.05310891
5,0.46844146,0.35086286,0.18069561
6,0.28151336,0.7046968,0.013789876
7,0.4657317,0.53151274,0.0027556191
8,0.45482576,0.53089917,0.014275092
9,0.5500491,0.43489805,0.015052788
10,0.38582706,0.6083688,0.0058041406
11,0.31097513,0.5240533,0.16497158
12,0.33569294,0.37172732,0.2925797
13,0.52596456,0.33392942,0.14010605
14,0.68079406,0.3036207,0.015585255
15,0.45991364,0.49899057,0.041095763
16,0.27229992,0.33155087,0.3961492
17,0.32981646,0.64822614,0.021957435
18,0.64776605,0.27752763,0.07470631
19,0.41476646,0.5701687,0.015064822
20,0.40299708,0.49566427,0.10133863
21,0.23378818,0.3242957,0.4419161
22,0.41836068,0.47726667,0.10437265
23,0.57053906,0.37801746,0.051443506
24,0.4968782,0.46753424,0.035587575
25,0.6548698,0.32543612,0.019694082
26,0.34164593,0.65273243,0.0056216354
27,0.29858404,0.30529386,0.3961222
28,0.19808616,0.36145315,0.4404607
29,0.4087397,0.43283188,0.15842845
30,0.31929588,0.575321,0.10538312
31,0.27350917,0.45765722,0.26883358
32,0.5890992,0.40705207,0.0038487467
33,0.42406425,0.5101439,0.06579189
34,0.22559051,0.34732804,0.42708147
35,0.5807245,0.4181328,0.0011427163
36,0.3515568,0.55628884,0.09215431
37,0.5923411,0.38473788,0.02292096
38,0.19917616,0.36044517,0.4403786
39,0.4324661,0.344479,0.22305486
40,0.54108244,0.42665663,0.03226093
41,0.43149647,0.3466131,0.22189036
42,0.39633137,0.40758952,0.19607906
43,0.36099765,0.6293175,0.00968484
44,0.6463112,0.34863648,0.0050522303
45,0.5101093,0.39745545,0.09243525
46,0.31972998,0.6238169,0.056453153
47,0.62573117,0.3666877,0.007581195
48,0.45702714,0.39290684,0.15006597
49,0.5296605,0.3700557,0.10028372
