0,0.0047343173,0.9952657
1,0.03962027,0.9603798
2,0.0035587768,0.9964412
3,0.031327683,0.9686723
4,0.3023636,0.69763637
5,0.374472,0.625528
6,0.032282602,0.9677174
7,0.22332376,0.77667624
8,0.46499905,0.535001
9,0.013354608,0.9866454
10,0.10310289,0.89689714
11,0.02175134,0.9782486
12,0.02339238,0.97660756
13,0.046632588,0.95336735
14,0.0048539154,0.9951461
15,0.18038414,0.8196159
16,0.30049574,0.6995043
17,0.40751162,0.59248835
18,0.01824441,0.9817556
19,0.03235299,0.96764696
20,0.0035680176,0.99643195
21,0.061695073,0.9383049
22,0.032787804,0.9672122
23,0.001923539,0.99807644
24,0.13979138,0.8602086
25,0.21602862,0.78397137
26,0.0015439697,0.998456
27,0.044173636,0.95582634
28,0.0741876,0.92581236
29,0.08838664,0.9116134
30,0.0073999874,0.9926001
31,0.42483163,0.5751684
32,0.24334727,0.7566528
33,0.040861823,0.95913815
34,0.37335882,0.62664115
35,0.020179857,0.9798202
36,0.008351149,0.9916489
37,0.14078905,0.85921097
38,0.12476848,0.87523156
39,0.06982956,0.9301704
40,0.0361786,0.9638214
41,0.18730633,0.8126937
42,0.02307349,0.9769265
43,0.01374684,0.9862532
44,0.03712795,0.9628721
45,0.068421386,0.9315786
46,0.54476506,0.455235
47,0.113907605,0.88609236
48,0.23873904,0.7612609
49,0.03433492,0.9656651
50,0.117110126,0.8828899
51,0.0022838286,0.9977162
52,0.24618255,0.75381744
53,0.11928605,0.88071394
54,0.19996148,0.8000385
55,0.010817122,0.9891829
56,0.062131066,0.9378689
57,0.12374578,0.87625426
58,0.19532593,0.8046741
59,0.002835492,0.99716455
60,0.0079468,0.99205315
61,0.014554916,0.9854451
62,0.017176121,0.98282385
63,0.094679825,0.90532017
64,0.028027536,0.9719724
65,0.015873441,0.9841265
66,0.05939623,0.94060373
67,0.013950974,0.98604906
68,0.6471081,0.35289198
69,0.030197049,0.9698029
70,0.0052055563,0.9947944
71,0.031466313,0.9685337
72,0.0014130137,0.998587
73,0.062047403,0.9379526
74,0.044118952,0.9558811
75,0.13724922,0.8627508
76,0.89690703,0.10309294
77,0.2659522,0.73404783
78,0.008132229,0.99186784
79,0.17159568,0.82840437
80,0.031707823,0.96829224
81,0.010070021,0.98993
82,0.7343608,0.26563922
83,0.18015742,0.8198426
84,0.022616094,0.97738385
85,0.007949697,0.99205035
86,0.20343682,0.79656315
87,0.20382375,0.7961762
88,0.020515036,0.979485
89,0.07788826,0.92211175
90,0.0040889764,0.995911
91,0.11361253,0.88638747
92,0.017592173,0.98240787
93,0.090013795,0.90998626
94,0.27395612,0.7260439
95,0.18677253,0.8132275
96,0.011786237,0.9882138
97,0.006030569,0.99396944
98,0.17803814,0.8219618
99,0.06306986,0.9369301
100,0.013793595,0.9862065
101,0.05185928,0.94814074
102,0.050066657,0.94993335
103,0.069233686,0.93076634
104,0.52261335,0.47738668
105,0.008512598,0.9914874
106,0.047613643,0.9523864
107,0.004697411,0.99530256
108,0.07107618,0.92892385
109,0.041743983,0.95825607
110,0.35839537,0.6416046
111,0.038549967,0.96145
112,0.060401235,0.93959874
113,0.025699586,0.97430044
114,0.04359372,0.9564063
115,0.019322153,0.9806778
116,0.019039433,0.9809606
117,0.009108794,0.9908913
118,0.033159617,0.9668404
119,0.5103893,0.48961064
120,0.013930603,0.98606944
121,0.009329376,0.9906707
122,0.06007612,0.9399239
123,0.03907752,0.9609225
124,0.18986821,0.8101317
125,0.044128753,0.9558713
126,0.0659008,0.9340992
127,0.08334867,0.9166513
128,0.018447021,0.98155296
129,0.11279923,0.88720083
130,0.01511259,0.9848874
131,0.008954097,0.9910459
132,0.09015978,0.9098403
133,0.432613,0.567387
134,0.027918804,0.97208124
135,0.030296845,0.96970314
136,0.08024143,0.91975856
137,0.01873751,0.9812625
138,0.5778738,0.42212617
139,0.21202588,0.78797406
140,0.206344,0.793656
141,0.0837901,0.9162099
142,0.0069474727,0.99305254
143,0.0067038853,0.9932961
144,0.55087775,0.44912225
145,0.19588125,0.80411875
146,0.19983308,0.8001669
147,0.17125104,0.828749
148,0.037175767,0.9628242
149,0.17244756,0.82755244
150,0.5284175,0.4715825
151,0.19318989,0.8068101
152,0.6156992,0.38430083
153,0.0072014276,0.99279857
154,0.05552847,0.94447154
155,0.21675079,0.78324914
156,0.06813098,0.9318691
157,0.059887998,0.940112
158,0.24963383,0.7503662
159,0.06047644,0.9395235
160,0.08631693,0.91368306
161,0.28878045,0.7112195
162,0.11013229,0.8898677
163,0.25393674,0.74606323
164,0.02133314,0.9786669
165,0.021094302,0.9789057
166,0.06077716,0.9392229
167,0.15336823,0.84663177
168,0.0617257,0.9382743
169,0.050054505,0.9499455
170,0.034952953,0.96504706
171,0.020416858,0.9795831
172,0.0893406,0.9106594
173,0.066872194,0.9331278
174,0.0074623954,0.99253756
175,0.03703722,0.9629628
176,0.0014399355,0.99856013
177,0.06030506,0.93969494
178,0.01613083,0.98386914
179,0.082972616,0.9170274
180,0.026896937,0.9731031
181,0.011776311,0.9882237
182,0.12580197,0.87419796
183,0.2338191,0.7661809
184,0.0056779976,0.99432206
185,0.16237451,0.83762544
186,0.013911638,0.98608834
187,0.027865393,0.97213465
188,0.088066466,0.9119335
189,0.52093256,0.47906741
190,0.004481583,0.99551845
191,0.0060440237,0.993956
