0,0.47451553,0.50931007,0.016174445
1,0.5373278,0.1559701,0.30670214
2,0.37549904,0.5655312,0.05896978
3,0.47550204,0.4765204,0.047977574
4,0.5083304,0.31542322,0.17624636
5,0.48441273,0.1172512,0.39833617
6,0.47585946,0.49842054,0.025719987
7,0.6430479,0.3461958,0.010756217
8,0.7110584,0.26566106,0.023280589
9,0.51783943,0.4565738,0.025586728
10,0.5248329,0.4718923,0.0032748638
11,0.4697836,0.28222492,0.24799147
12,0.33351052,0.5615081,0.104981326
13,0.58386534,0.17883042,0.23730423
14,0.8881535,0.10767796,0.004168507
15,0.56168807,0.35485184,0.08346011
16,0.23355173,0.34160334,0.42484492
17,0.5259639,0.3954531,0.07858304
18,0.80700785,0.10457078,0.08842141
19,0.587913,0.40948656,0.0026005139
20,0.39115608,0.28974327,0.31910062
21,0.22991997,0.3118262,0.4582538
22,0.5114733,0.45305067,0.03547602
23,0.7089924,0.22696723,0.064040415
24,0.7781574,0.21089059,0.010951906
25,0.83267885,0.16272315,0.0045979978
26,0.5011729,0.48248976,0.016337382
27,0.30353937,0.15497823,0.5414824
28,0.21898097,0.32605264,0.45496643
29,0.5646563,0.32699063,0.10835295
30,0.39877027,0.3252715,0.27595824
31,0.2611733,0.5428618,0.1959649
32,0.729006,0.25401127,0.016982768
33,0.589154,0.30982047,0.10102547
34,0.31975633,0.20898347,0.47126022
35,0.8024345,0.19430336,0.0032621485
36,0.3009496,0.6398422,0.059208184
37,0.5517207,0.40958247,0.038696863
38,0.18351519,0.42824876,0.38823608
39,0.30911356,0.26860577,0.42228064
40,0.50343716,0.48294032,0.013622573
41,0.48611936,0.2759976,0.23788297
42,0.47747558,0.37246677,0.15005767
43,0.48136863,0.50643516,0.012196255
44,0.81001854,0.18867703,0.0013044765
45,0.58830935,0.34414864,0.06754202
46,0.3196055,0.62337285,0.057021663
47,0.7881235,0.20314246,0.008734062
48,0.68942887,0.24565278,0.06491834
49,0.4857937,0.1767265,0.33747974
50,0.61184794,0.3801197,0.00803239
51,0.5568829,0.417472,0.025645114
52,0.18412866,0.40822482,0.40764648
53,0.5493218,0.4142127,0.036465548
54,0.66938615,0.30620974,0.02440407
55,0.79126227,0.16013654,0.048601147
56,0.5350714,0.45261386,0.012314748
